location,collected by,date,gps,cover,height,common,spp_code,spp,notes
GDI,finn,7/12/2023,gdi67,100,2,raspberry,rub ida,rubus idaeus,
GDI,finn,7/12/2023,gdi67,100,2,swamp dewberry,rub his,rubus hispidus,
GDI,finn,7/12/2023,gdi50,100,3,raspberry,rub ida,rubus idaeus,
GDI,finn,7/12/2023,gdi50,100,3,seaside goldenrod,sol sem,solidago sempervirens,
GDI,finn,7/12/2023,gdi50,100,3,hedge bindweed,cal sep,calystegia sepium,
GDI,finn,7/12/2023,gdi50,100,3,red fescue,fes rub,festuca rubra,
GDI,finn,7/12/2023,gdi50,100,3,strawberry,fra vir,fragaria virginiana,
GDI,finn,7/12/2023,gdi50,100,3,bunchberry,cor can,cornus canadensis,
GDI,finn,7/12/2023,gdi50,100,3,field chickweed,cer arv,cerastium arvense,
GDI,finn,7/12/2023,gdi829,1,1,NA,NA,NA,berm
GDI,finn,7/12/2023,gdi106,100,3,raspberry,rub ida,rubus idaeus,
GDI,finn,7/12/2023,gdi106,100,3,buttercup,ran acr,ranunculus acris,
GDI,finn,7/12/2023,gdi106,100,3,red fescue,fes rub,festuca rubra,
GDI,finn,7/12/2023,gdi106,100,3,seaside goldenrod,sol sem,solidago sempervirens,
GDI,finn,7/12/2023,gdi106,100,3,unknown,unk,Min lat,
GDI,finn,7/12/2023,gdi106,100,3,hedge bindweed,cal sep,calystegia sepium,
GDI,finn,7/12/2023,gdi106,100,3,strawberry,fra vir,fragaria virginiana,
GDI,finn,7/12/2023,gdi129,100,4,raspberry,rub ida,rubus idaeus,
GDI,finn,7/12/2023,gdi408,100,3,raspberry,rub ida,rubus idaeus,
GDI,finn,7/12/2023,gdi408,100,3,wrinkleleaf goldenrod,sol rug,solidago rugosa,
GDI,finn,7/12/2023,gdi408,100,3,smooth black sedge,cx nigr,carex nigra,
GDI,finn,7/12/2023,gdi408,100,3,seaside goldenrod,sol sem,solidago sempervirens,
GDI,finn,7/12/2023,gdi408,100,3,flat-topped aster,doe umb,doellingeria umbellata,
GDI,finn,7/12/2023,gdi408,100,3,low-bush blueberry,vac ang,vaccinium angustifolium,
GDI,finn,7/12/2023,gdi408,100,3,swamp dewberry,rub his,rubus hispidus,
GDI,finn,7/12/2023,gdi408,100,3,kentucky bluegrass,poa pra,poa pratensis,
GDI,finn,7/12/2023,gdi408,100,3,strawberry,fra vir,fragaria virginiana,
GDI,finn,7/12/2023,gdi812,100,1,yarrow,ach mil,Achillea millefolium,
GDI,finn,7/12/2023,gdi812,100,1,strawberry,fra vir,fragaria virginiana,
GDI,finn,7/12/2023,gdi812,100,1,low-bush blueberry,vac ang,vaccinium angustifolium,
GDI,finn,7/12/2023,gdi812,100,1,common woodrush,luz mul,luzula multiflora,
GDI,finn,7/12/2023,gdi812,100,1,seaside goldenrod,sol sem,solidago sempervirens,
GDI,finn,7/12/2023,gdi812,100,1,bunchberry,cor can,cornus canadensis,
GDI,finn,7/12/2023,gdi812,100,1,field chickweed,cer arv,cerastium arvense,
GDI,finn,7/12/2023,gdi812,100,1,canada mayflower,mai can,maianthemum canadense,
GDI,finn,7/12/2023,gdi812,100,1,unknown,unk,Poaceae #22,
GDI,finn,7/12/2023,gdi51,100,4,bittersweet nightshade,sol dul,solanum dulcamara,
GDI,finn,7/12/2023,gdi51,100,4,raspberry,rub ida,rubus idaeus,
GDI,finn,7/12/2023,gdi51,100,4,hedge bindweed,cal sep,calystegia sepium,
GDI,finn,7/12/2023,gdi51,100,4,seaside goldenrod,sol sem,solidago sempervirens,
GDI,finn,7/12/2023,gdi51,100,4,field chickweed,cer arv,cerastium arvense,
GDI,finn,7/12/2023,gdi51,100,4,stinging nettle,urt dio,urtica dioica,
GDI,finn,7/12/2023,gdi51,100,4,common chickweed,ste med,stellaria media,
GDI,finn,7/12/2023,gdi830,1,1,NA,NA,NA,
GDI,finn,7/12/2023,gdi39,100,3,raspberry,rub ida,rubus idaeus,
GDI,finn,7/12/2023,gdi39,100,3,wrinkleleaf goldenrod,sol rug,solidago rugosa,
GDI,finn,7/12/2023,gdi39,100,3,red fescue,fes rub,festuca rubra,
GDI,finn,7/12/2023,gdi39,100,3,seaside goldenrod,sol sem,solidago sempervirens,
GDI,finn,7/12/2023,gdi39,100,3,swamp dewberry,rub his,rubus hispidus,
GDI,Finn + Autumn,7/12/2023,gdi761,75,3,bittersweet nightshade,sol dul,solanum dulcamara,edge of berm; next to nest 449. Elymus tra and S. dulcamara growing near nest but outside quadrat
GDI,Finn + Autumn,7/12/2023,gdi70,75,1,wrinkleleaf goldenrod,sol rug,solidago rugosa,
GDI,Finn + Autumn,7/12/2023,gdi70,75,1,seaside goldenrod,sol sem,solidago sempervirens,
GDI,Finn + Autumn,7/12/2023,gdi70,75,1,sheep sorrel,rum ace,rumex acetosella,
GDI,Finn + Autumn,7/12/2023,gdi70,75,1,red fescue,fes rub,festuca rubra,
GDI,Finn + Autumn,7/12/2023,gdi70,75,1,kentucky bluegrass,poa pra,poa pratensis,
GDI,Finn + Autumn,7/12/2023,gdi70,75,1,sweetgale,myr gal,myrica gale,
GDI,Finn + Autumn,7/12/2023,gdi70,75,1,unknown,unk,dock sp #51,
GDI,Finn + Autumn,7/12/2023,gdi70,75,1,strawberry,fra vir,fragaria virginiana,
GDI,Finn + Autumn,7/12/2023,gdi70,75,1,field chickweed,cer arv,cerastium arvense,
GDI,Finn + Autumn,7/12/2023,gdi70,75,1,raspberry,rub ida,rubus idaeus,
GDI,Finn + Autumn,7/12/2023,gdi576,5,2,sea plantain,pla mar,plantago maritima,directly N of nest #3(??) (basically standing on it)
Schoodic,Finn,8/12/2023,sch1060,100,2,seaside goldenrod,sol sem,solidago sempervirens,
Schoodic,Finn,8/12/2023,sch1060,100,2,stinging nettle,urt dio,urtica dioica,
Schoodic,Finn,8/12/2023,sch1060,100,2,canada thistle,cir arv,cirsium arvense,
Schoodic,Finn,8/12/2023,sch1060,100,2,unknown,,lamiaceae #70,
Schoodic,Finn,8/12/2023,sch1060,100,2,red raspberry,rub ida,rubus idaeus,
Schoodic,Finn,8/12/2023,sch1060,100,2,kentucky bluegrass,poa pra,poa pratensis,
Schoodic,finn,8/12/2023,sch854,1,1,NA,NA,NA,#36 nearby
Schoodic,finn,8/12/2023,sch1235,100,4,canada thistle,cir arv,cirsium arvense,
Schoodic,finn,8/12/2023,sch1235,100,4,unknown,unk,lamiaceae #70,
Schoodic,finn,8/12/2023,sch1235,100,4,red raspberry,rub ida,rubus idaeus,
Schoodic,finn,8/12/2023,sch1109,100,3,unknown,unk,#36,
Schoodic,finn,8/12/2023,sch1109,100,3,flat-topped aster,doe umb,doellingeria umbellata,
Schoodic,finn,8/12/2023,sch1109,100,3,red raspberry,rub ida,rubus idaeus,
Schoodic,finn,8/12/2023,sch1109,100,3,unknown,unk,lamiaceae #70,
Schoodic,finn,8/12/2023,sch1109,100,3,unknown,unk,elymus #33,bull thistle + solidago rugosa + poa pratensis just outside
Schoodic,finn,8/12/2023,sch1268,100,3,unknown,unk,elymus #33,
Schoodic,finn,8/12/2023,sch1268,100,3,canada thistle,cir arv,cirsium arvense,
Schoodic,finn,8/12/2023,sch1268,100,3,red raspberry,rub ida,rubus idaeus,
Schoodic,finn,8/12/2023,sch1268,100,3,wrinkleleaf goldenrod,sol rug,solidago rugosa,
Schoodic,finn,8/12/2023,sch1268,100,3,unknown,unk,lamiaceae #70,
Schoodic,finn,8/12/2023,sch1268,100,3,kentucky bluegrass,poa pra,poa pratensis,1st year bull thistle just outside
Schoodic,finn,8/12/2023,sch1261,100,4,red raspberry,rub ida,rubus idaeus,
Schoodic,finn,8/12/2023,sch1261,100,4,unknown,unk,lamiaceae #70,canada thistle nearby
Schoodic,finn,8/12/2023,sch762,100,4,spotted jewelweed,imp cap,impatiens capensis,
Schoodic,finn,8/12/2023,sch762,100,4,bull thistle,cir vul,cirsium vulgare,
Schoodic,finn,8/12/2023,sch762,100,4,unknown,unk,#36,
Schoodic,finn,8/12/2023,sch1155,100,3,red raspberry,rub ida,rubus idaeus,
Schoodic,finn,8/12/2023,sch1155,100,3,unknown,unk,#36,
Schoodic,finn,8/12/2023,sch1155,100,3,unknown,unk,#7,
Schoodic,finn,8/12/2023,sch1155,100,3,unknown,unk,lamiaceae #70,"big patch of #7 nearby, growth form similar to hobblebush"
Schoodic,finn,8/12/2023,sch1146,100,3,red raspberry,rub ida,rubus idaeus,
Schoodic,finn,8/12/2023,sch1146,100,3,cinnamon fern,osm cin,osmundastrum cinnamomeum,
Schoodic,finn,8/12/2023,sch1146,100,3,dock sp.,rum sp,rumex sp.,
Schoodic,finn,8/12/2023,sch1146,100,3,unknown,unk,#36,
Schoodic,finn,8/12/2023,sch1146,100,3,sheep sorrel,rum ace,rumex acetosella,"bare earth directly S of plot - ""lawn""? Very fine black powdery soil with guano, crustacean remains, and bone fragments"
Schoodic,finn,8/12/2023,sch1120,100,5,red raspberry,rub ida,rubus idaeus,
Schoodic,finn,8/12/2023,sch1039,100,4,spotted jewelweed,imp cap,impatiens capensis,
Schoodic,finn,8/12/2023,sch1039,100,4,stinging nettle,urt dio,urtica dioica,
Schoodic,finn,8/12/2023,sch1039,100,4,unknown,unk,yell. Brassicaceae #58,
Schoodic,finn,8/12/2023,sch1297,100,3,red raspberry,rub ida,rubus idaeus,
Schoodic,finn,8/12/2023,sch1297,100,3,white meadowsweet,spi alb,spiraea alba,
Schoodic,finn,8/12/2023,sch1314,100,3,unknown,unk,#36,
Schoodic,finn,8/12/2023,sch1314,100,3,red raspberry,rub ida,rubus idaeus,
Schoodic,finn,8/12/2023,sch1314,100,3,wrinkleleaf goldenrod,sol rug,solidago rugosa,
Schoodic,finn,8/12/2023,sch935,100,3,wrinkleleaf goldenrod,sol rug,solidago rugosa,1/2 of plot at height class 1 (not bare)
Schoodic,finn,8/12/2023,sch935,100,3,red raspberry,rub ida,rubus idaeus,
Schoodic,finn,8/12/2023,sch935,100,3,unknown,unk,lamiaceae #70,
Schoodic,finn,8/12/2023,sch935,100,3,bull thistle,cir vul,cirsium vulgare,
Schoodic,finn,8/12/2023,sch935,100,3,kentucky bluegrass,poa pra,poa pratensis,
Schoodic,finn,8/12/2023,sch935,100,3,unknown,unk,#36,
Schoodic,finn,8/12/2023,sch1122,100,3,wrinkleleaf goldenrod,sol rug,solidago rugosa,
Schoodic,finn,8/12/2023,sch1122,100,3,seaside goldenrod,sol sem,solidago sempervirens,
Schoodic,finn,8/12/2023,sch1122,100,3,new england aster,sym nov,symphyotrichum novae-angliae,
Schoodic,finn,8/12/2023,sch1122,100,3,strawberry,fra vir,fragaria virginiana,
Schoodic,finn,8/12/2023,sch1122,100,3,unknown,unk,lamiaceae #90,
Schoodic,finn,8/12/2023,sch1122,100,3,kentucky bluegrass,poa pra,poa pratensis,
Schoodic,finn,8/12/2023,sch1122,100,3,rough bentgrass,agr sca,agrostis scabra,
Schoodic,finn,8/12/2023,sch1055,100,1,sheep sorrel,rum ace,rumex acetosella,
Schoodic,finn,8/12/2023,sch1055,100,1,unknown,unk,lamiaceae #70,
Schoodic,finn,8/12/2023,sch1055,100,1,red raspberry,rub ida,rubus idaeus,
Schoodic,finn,8/12/2023,sch1001,100,2,unknown,unk,lamiaceae #70,
Schoodic,finn,8/12/2023,sch1001,100,2,unknown,unk,#36,
Schoodic,finn,8/12/2023,sch1001,100,2,unknown,unk,elymus #33,
Schoodic,finn,8/12/2023,sch1001,100,2,kentucky bluegrass,poa pra,poa pratensis,
Schoodic,finn,8/12/2023,sch1308,100,2,unknown,unk,grass #74,
Schoodic,finn,8/12/2023,sch1009,100,2,kentucky bluegrass,poa pra,poa pratensis,
Schoodic,finn,8/12/2023,sch1009,100,2,seaside goldenrod,sol sem,solidago sempervirens,
Schoodic,finn,8/12/2023,sch980,100,3,wrinkleleaf goldenrod,sol rug,solidago rugosa,
Schoodic,finn,8/12/2023,sch980,100,3,rough bentgrass,agr sca,agrostis scabra,
Schoodic,finn,8/12/2023,sch980,100,3,seaside goldenrod,sol sem,solidago sempervirens,
Schoodic,finn,8/12/2023,sch980,100,3,red raspberry,rub ida,rubus idaeus,
Schoodic,finn,8/12/2023,sch980,100,3,sheep sorrel,rum ace,rumex acetosella,
Schoodic,finn,8/12/2023,sch749,NA,3,wrinkleleaf goldenrod,sol rug,solidago rugosa,
Schoodic,finn,8/12/2023,sch749,NA,3,red raspberry,rub ida,rubus idaeus,umbellate infl. Jointed plant that I collected on GDI is near this plot
Schoodic,finn,8/12/2023,sch943,75,3,yarrow,ach mil,achillea millefolium,
Schoodic,finn,8/12/2023,sch943,75,3,unknown,unk,elymus #33,
Schoodic,finn,8/12/2023,sch943,75,3,red raspberry,rub ida,rubus idaeus,
Schoodic,finn,8/12/2023,sch943,75,3,common mouse-ear chickweed,cer fon,cerastium fontanum,
Schoodic,finn,8/12/2023,sch943,75,3,old-field cinquefoil,pot sim,potentilla simplex,
Schoodic,finn,8/12/2023,sch943,75,3,unknown,unk,potentilla/geum #83,
Schoodic,finn,8/12/2023,sch943,75,3,dooryard dock,rum lon,rumex longifolius,
Schoodic,finn,8/12/2023,sch1074,100,3,wrinkleleaf goldenrod,sol rug,solidago rugosa,
Schoodic,finn,8/12/2023,sch1074,100,3,marsh skullcap,scu gal,scutellaria galericulata,
Schoodic,finn,8/12/2023,sch1074,100,3,unknown,unk,#36,
Schoodic,finn,8/12/2023,sch1074,100,3,canada thistle,cir arv,cirsium arvense,
Schoodic,finn,8/12/2023,sch863,100,3,unknown,unk,elymus #33,
Schoodic,finn,8/12/2023,sch863,100,3,wrinkleleaf goldenrod,sol rug,solidago rugosa,
Schoodic,finn,8/12/2023,sch863,100,3,unknown,unk,lamiaceae #70,
Schoodic,finn,8/12/2023,sch863,100,3,canada thistle,cir arv,cirsium arvense,
Schoodic,finn,8/12/2023,sch863,100,3,marsh skullcap,scu gal,scutellaria galericulata,
Schoodic,finn,8/12/2023,sch863,100,3,red raspberry,rub ida,rubus idaeus,
Schoodic,finn,8/12/2023,sch863,100,3,unknown,unk,#36,
Schoodic,finn,8/12/2023,sch863,100,3,kentucky bluegrass,poa pra,poa pratensis,
Schoodic,finn,8/12/2023,sch863,100,3,seaside goldenrod,sol sem,solidago sempervirens,
Schoodic,finn,8/12/2023,sch863,100,3,hedge bindweed,cal sep,calystegia sepium,
Schoodic,finn,8/12/2023,sch863,100,3,common mouse-ear chickweed,cer fon,cerastium fontana,
Schoodic,finn,8/12/2023,sch760,25,1,rough cinquefoil,pot nor,potentilla norvegica,
Schoodic,finn,8/12/2023,sch760,25,1,stinging nettle,urt dio,urtica dioica,
Schoodic,finn,8/12/2023,sch760,25,1,unknown,unk,#13,
Schoodic,finn,8/12/2023,sch760,25,1,unknown,unk,#7,
Schoodic,finn,8/12/2023,sch760,25,1,dooryard dock,rum lon,rumex longifolius,
Schoodic,finn,8/12/2023,sch963,100,4,unknown,unk,#36,
Schoodic,finn,8/12/2023,sch963,100,4,red raspberry,rub ida,rubus idaeus,
Schoodic,finn,8/12/2023,sch963,100,4,spotted jewelweed,imp cap,impatiens capensis,
Schoodic,finn,8/12/2023,sch963,100,4,unknown,unk,lamiaceae #70,
