location,collected by,date,gps,cover,height,common,spp_code,spp,notes,name,OID_,CID,POINT_X,POINT_Y,OID_1,height_class,height_class_range,percent_cover_range,type
heron,finn,5/27/2023,hrn3114,1,1,NA,NA,NA,trans 4 -> HERG nest ~3m out of range,hrn3114,3114,86,-68.47148884,44.09936843000003,NA,1,0-0.15,0-0.01,NA
heron,finn,5/27/2023,hrn2936,1,1,NA,NA,NA,"1) HERG nest w/ 3 eggs just out of range, 2) HERG w/ 2 1m off, 1 w/in radius (don't want to double count)",hrn2936,2936,86,-68.47157844,44.09919752600007,NA,1,0-0.15,0-0.01,NA
heron,finn,5/27/2023,hrn3058,100,2,valerian,val off,Valeriana officinalis,NA,hrn3058,3058,86,-68.47104787,44.10110720100005,NA,2,0.15-0.30,0.76-1.00,herb
heron,finn,5/27/2023,hrn3058,100,2,dandelion,tar off,Taraxacum officinale,(drawing on datasheet of leaf margin),hrn3058,3058,86,-68.47104787,44.10110720100005,NA,2,0.15-0.30,0.76-1.00,herb
heron,finn,5/27/2023,hrn3058,100,2,stinging nettle,urt dio,Urtica dioica,NA,hrn3058,3058,86,-68.47104787,44.10110720100005,NA,2,0.15-0.30,0.76-1.00,herb
heron,finn,5/27/2023,hrn3058,100,2,strawberry,fra vir,Fragaria virginiana,NA,hrn3058,3058,86,-68.47104787,44.10110720100005,NA,2,0.15-0.30,0.76-1.00,herb
heron,finn,5/27/2023,hrn3058,100,2,unknown,unk,Cerastium arvense,NA,hrn3058,3058,86,-68.47104787,44.10110720100005,NA,2,0.15-0.30,0.76-1.00,herb
heron,finn,5/27/2023,hrn3058,100,2,corn speedwell,ver arv,Veronica arvensis,NA,hrn3058,3058,86,-68.47104787,44.10110720100005,NA,2,0.15-0.30,0.76-1.00,herb
heron,finn,5/27/2023,hrn3058,100,2,unknown,unk,Solidago puberula,NA,hrn3058,3058,86,-68.47104787,44.10110720100005,NA,2,0.15-0.30,0.76-1.00,NA
heron,finn,5/27/2023,hrn3058,100,2,bittersweet nightshade,sol dul,Solanum dulcamara,NA,hrn3058,3058,86,-68.47104787,44.10110720100005,NA,2,0.15-0.30,0.76-1.00,vine
heron,finn,5/27/2023,hrn3058,100,2,unknown,unk,Cirsium vulgare,NA,hrn3058,3058,86,-68.47104787,44.10110720100005,NA,2,0.15-0.30,0.76-1.00,herb
heron,finn,5/27/2023,hrn3058,100,2,hedge bindweed,cal sep,Calystegia sepium,NA,hrn3058,3058,86,-68.47104787,44.10110720100005,NA,2,0.15-0.30,0.76-1.00,vine
heron,finn,5/27/2023,hrn3077,100,2,unknown,unk,Cirsium vulgare,NA,hrn3077,3077,86,-68.47075498,44.10052655700008,NA,2,0.15-0.30,0.76-1.00,herb
heron,finn,5/27/2023,hrn3077,100,2,hedge bindweed,cal sep,Calystegia sepium,NA,hrn3077,3077,86,-68.47075498,44.10052655700008,NA,2,0.15-0.30,0.76-1.00,vine
heron,finn,5/27/2023,hrn3077,100,2,unknown,unk,Poa trivialis,NA,hrn3077,3077,86,-68.47075498,44.10052655700008,NA,2,0.15-0.30,0.76-1.00,NA
heron,finn,5/27/2023,hrn3077,100,2,unknown,unk,Solidago puberula,NA,hrn3077,3077,86,-68.47075498,44.10052655700008,NA,2,0.15-0.30,0.76-1.00,NA
heron,finn,5/27/2023,hrn3077,100,2,stinging nettle,urt dio,Urtica dioica,NA,hrn3077,3077,86,-68.47075498,44.10052655700008,NA,2,0.15-0.30,0.76-1.00,herb
heron,finn,5/27/2023,hrn3077,100,2,white clover,tri rep,Trifolium repens,NA,hrn3077,3077,86,-68.47075498,44.10052655700008,NA,2,0.15-0.30,0.76-1.00,herb
heron,finn,5/27/2023,hrn3077,100,2,dandelion,tar off,Taraxacum officinale,NA,hrn3077,3077,86,-68.47075498,44.10052655700008,NA,2,0.15-0.30,0.76-1.00,herb
heron,finn,5/27/2023,hrn3077,100,2,unknown,unk,Cerastium arvense,NA,hrn3077,3077,86,-68.47075498,44.10052655700008,NA,2,0.15-0.30,0.76-1.00,herb
heron,finn,5/27/2023,hrn2914,100,3,buttercup,ran acr,Ranunculus acris,NA,hrn2914,2914,86,-68.47313019,44.10264128200003,NA,3,0.30-1,0.76-1.00,herb
heron,finn,5/27/2023,hrn2914,100,3,dandelion,tar off,Taraxacum officinale,(drawing on datasheet of leaf margin),hrn2914,2914,86,-68.47313019,44.10264128200003,NA,3,0.30-1,0.76-1.00,herb
heron,finn,5/27/2023,hrn2914,100,3,unknown,unk,Solidago puberula,NA,hrn2914,2914,86,-68.47313019,44.10264128200003,NA,3,0.30-1,0.76-1.00,NA
heron,finn,5/27/2023,hrn2914,100,3,unknown,unk,Poa pratensis,NA,hrn2914,2914,86,-68.47313019,44.10264128200003,NA,3,0.30-1,0.76-1.00,gram
heron,finn,5/27/2023,hrn2914,100,3,marsh vetch,lat pal,Lathyrus palustris,(lat pal marsh vetch),hrn2914,2914,86,-68.47313019,44.10264128200003,NA,3,0.30-1,0.76-1.00,vine
heron,finn,5/27/2023,hrn2914,100,3,unknown,unk,Rubus idaeus,NA,hrn2914,2914,86,-68.47313019,44.10264128200003,NA,3,0.30-1,0.76-1.00,shrub
heron,finn,5/27/2023,hrn2914,100,3,unknown,unk,Alopecurus pratensis,edge of colony,hrn2914,2914,86,-68.47313019,44.10264128200003,NA,3,0.30-1,0.76-1.00,NA
heron,finn,5/27/2023,hrn3215,100,3,unknown,unk,Rubus idaeus,NA,hrn3215,3215,86,-68.47299464,44.102692113000046,NA,3,0.30-1,0.76-1.00,shrub
heron,finn,5/27/2023,hrn3215,100,3,unknown,unk,Alopecurus pratensis,NA,hrn3215,3215,86,-68.47299464,44.102692113000046,NA,3,0.30-1,0.76-1.00,NA
heron,finn,5/27/2023,hrn3215,100,3,stinging nettle,urt dio,Urtica dioica,NA,hrn3215,3215,86,-68.47299464,44.102692113000046,NA,3,0.30-1,0.76-1.00,herb
heron,finn,5/27/2023,hrn3215,100,3,unknown,unk,Poa trivialis,NA,hrn3215,3215,86,-68.47299464,44.102692113000046,NA,3,0.30-1,0.76-1.00,NA
heron,finn,5/27/2023,hrn3215,100,3,unknown,unk,Solidago sempervirens,NA,hrn3215,3215,86,-68.47299464,44.102692113000046,NA,3,0.30-1,0.76-1.00,herb
heron,finn,5/27/2023,hrn3215,100,3,hedge bindweed,cal sep,Calystegia sepium,NA,hrn3215,3215,86,-68.47299464,44.102692113000046,NA,3,0.30-1,0.76-1.00,vine
heron,finn,5/27/2023,hrn3215,100,3,unknown,unk,Galium sylvaticum,NA,hrn3215,3215,86,-68.47299464,44.102692113000046,NA,3,0.30-1,0.76-1.00,NA
heron,finn,5/27/2023,hrn2772,25,2,hedge bindweed,cal sep,Calystegia sepium,NA,hrn2772,2772,86,-68.47282886,44.10276127900005,NA,2,0.15-0.30,0.06-0.25,vine
heron,finn,5/27/2023,hrn2772,25,2,broadleaf plantain,pla maj,Plantago major,NA,hrn2772,2772,86,-68.47282886,44.10276127900005,NA,2,0.15-0.30,0.06-0.25,herb
heron,finn,5/27/2023,hrn2772,25,2,unknown,unk,Fragaria virginiana,NA,hrn2772,2772,86,-68.47282886,44.10276127900005,NA,2,0.15-0.30,0.06-0.25,herb
heron,finn,5/27/2023,hrn2772,25,2,unknown,unk,Poa sp.,NA,hrn2772,2772,86,-68.47282886,44.10276127900005,NA,2,0.15-0.30,0.06-0.25,gram
heron,finn,5/27/2023,hrn2772,25,2,beach vetchling,lat jap,Lathyrus japonicus,NA,hrn2772,2772,86,-68.47282886,44.10276127900005,NA,2,0.15-0.30,0.06-0.25,vine
heron,finn,5/27/2023,hrn3322,75,2,unknown,unk,Fragaria virginiana,(on edge of height class 3),hrn3322,3322,86,-68.47102922,44.10143942900004,NA,2,0.15-0.30,0.51-0.75,herb
heron,finn,5/27/2023,hrn3322,75,2,unknown,unk,Solidago puberula,NA,hrn3322,3322,86,-68.47102922,44.10143942900004,NA,2,0.15-0.30,0.51-0.75,NA
heron,finn,5/27/2023,hrn3322,75,2,unknown,unk,Solidago sempervirens,NA,hrn3322,3322,86,-68.47102922,44.10143942900004,NA,2,0.15-0.30,0.51-0.75,herb
heron,finn,5/27/2023,hrn3322,75,2,unknown,unk,Cerastium arvense,NA,hrn3322,3322,86,-68.47102922,44.10143942900004,NA,2,0.15-0.30,0.51-0.75,herb
heron,finn,5/27/2023,hrn3322,75,2,northern blue flag,iri ver,Iris versicolor,NA,hrn3322,3322,86,-68.47102922,44.10143942900004,NA,2,0.15-0.30,0.51-0.75,herb
heron,finn,5/27/2023,hrn3322,75,2,unknown,unk,Alopecurus pratensis,NA,hrn3322,3322,86,-68.47102922,44.10143942900004,NA,2,0.15-0.30,0.51-0.75,NA
heron,finn,5/27/2023,hrn3322,75,2,unknown,unk,Scutellaria galericulata,NA,hrn3322,3322,86,-68.47102922,44.10143942900004,NA,2,0.15-0.30,0.51-0.75,herb
heron,finn,5/27/2023,hrn2911,1,1,NA,NA,NA,lots of Solanum dulcamara on this section just outside plot,hrn2911,2911,86,-68.4716956,44.09915188100006,NA,1,0-0.15,0-0.01,NA
heron,finn,5/27/2023,hrn2970,100,3,unknown,unk,Alopecurus pratensis,NA,hrn2970,2970,86,-68.47220235,44.099041208000074,NA,3,0.30-1,0.76-1.00,NA
heron,finn,5/27/2023,hrn2970,100,3,stinging nettle,urt dio,Urtica dioica,NA,hrn2970,2970,86,-68.47220235,44.099041208000074,NA,3,0.30-1,0.76-1.00,herb
heron,finn,5/27/2023,hrn2970,100,3,bittersweet nightshade,sol dul,Solanum dulcamara,NA,hrn2970,2970,86,-68.47220235,44.099041208000074,NA,3,0.30-1,0.76-1.00,vine
heron,finn,5/27/2023,hrn2694,100,3,unknown,unk,Alopecurus pratensis,NA,hrn2694,2694,86,-68.47459392,44.09918836700007,NA,3,0.30-1,0.76-1.00,NA
heron,finn,5/27/2023,hrn2694,100,3,unknown,unk,Solidago sempervirens,NA,hrn2694,2694,86,-68.47459392,44.09918836700007,NA,3,0.30-1,0.76-1.00,herb
heron,finn,5/27/2023,hrn2694,100,3,unknown,unk,Scutellaria galericulata,NA,hrn2694,2694,86,-68.47459392,44.09918836700007,NA,3,0.30-1,0.76-1.00,herb
heron,finn,5/27/2023,hrn2694,100,3,unknown,unk,Solidago puberula,NA,hrn2694,2694,86,-68.47459392,44.09918836700007,NA,3,0.30-1,0.76-1.00,NA
heron,finn,5/27/2023,hrn2694,100,3,strawberry,fra vir,Fragaria virginiana,NA,hrn2694,2694,86,-68.47459392,44.09918836700007,NA,3,0.30-1,0.76-1.00,herb
heron,finn,5/27/2023,hrn2694,100,3,kentucky bluegrass,poa pra,Poa pratensis,NA,hrn2694,2694,86,-68.47459392,44.09918836700007,NA,3,0.30-1,0.76-1.00,gram
heron,finn,5/27/2023,hrn2694,100,3,buttercup,ran acr,Ranunculus acris,NA,hrn2694,2694,86,-68.47459392,44.09918836700007,NA,3,0.30-1,0.76-1.00,herb
heron,finn,5/27/2023,hrn2694,100,3,valerian,val off,Valeriana officinalis,NA,hrn2694,2694,86,-68.47459392,44.09918836700007,NA,3,0.30-1,0.76-1.00,herb
heron,finn,5/27/2023,hrn2749,50,2,silverweed,pot ans,Potentilla anserina,NA,hrn2749,2749,86,-68.47517391,44.099172589000034,NA,2,0.15-0.30,0.26-0.50,herb
heron,finn,5/27/2023,hrn2749,50,2,beach vetchling,lat jap,Lathyrus japonicus,NA,hrn2749,2749,86,-68.47517391,44.099172589000034,NA,2,0.15-0.30,0.26-0.50,vine
heron,finn,5/27/2023,hrn2749,50,2,unknown,unk,Solidago puberula,NA,hrn2749,2749,86,-68.47517391,44.099172589000034,NA,2,0.15-0.30,0.26-0.50,NA
heron,finn,5/27/2023,hrn2749,50,2,unknown,unk,Solidago sempervirens,NA,hrn2749,2749,86,-68.47517391,44.099172589000034,NA,2,0.15-0.30,0.26-0.50,herb
heron,finn,5/27/2023,hrn2749,50,2,hedge bindweed,cal sep,Calystegia sepium,NA,hrn2749,2749,86,-68.47517391,44.099172589000034,NA,2,0.15-0.30,0.26-0.50,vine
heron,finn,5/27/2023,hrn2749,50,2,valerian,val off,Valeriana officinalis,NA,hrn2749,2749,86,-68.47517391,44.099172589000034,NA,2,0.15-0.30,0.26-0.50,herb
heron,finn,5/27/2023,hrn2749,50,2,unknown,unk,Elymus repens,(Elymus?),hrn2749,2749,86,-68.47517391,44.099172589000034,NA,2,0.15-0.30,0.26-0.50,NA
heron,finn,5/27/2023,hrn3342,1,1,NA,NA,NA,berm,hrn3342,3342,86,-68.47582204,44.09948681600008,NA,1,0-0.15,0-0.01,NA
heron,finn,5/27/2023,hrn2967,100,3,unknown,unk,Alopecurus pratensis,NA,hrn2967,2967,86,-68.47518244,44.099652029000026,NA,3,0.30-1,0.76-1.00,NA
heron,finn,5/27/2023,hrn2967,100,3,strawberry,fra vir,Fragaria virginiana,NA,hrn2967,2967,86,-68.47518244,44.099652029000026,NA,3,0.30-1,0.76-1.00,herb
heron,finn,5/27/2023,hrn2967,100,3,yarrow,ach mil,Achillea millefolium,NA,hrn2967,2967,86,-68.47518244,44.099652029000026,NA,3,0.30-1,0.76-1.00,herb
heron,finn,5/27/2023,hrn2967,100,3,unknown,unk,Cerastium arvense,NA,hrn2967,2967,86,-68.47518244,44.099652029000026,NA,3,0.30-1,0.76-1.00,herb
heron,finn,5/27/2023,hrn2967,100,3,unknown,unk,Solidago puberula,NA,hrn2967,2967,86,-68.47518244,44.099652029000026,NA,3,0.30-1,0.76-1.00,NA
heron,finn,5/27/2023,hrn2967,100,3,hedge bindweed,cal sep,Calystegia sepium,NA,hrn2967,2967,86,-68.47518244,44.099652029000026,NA,3,0.30-1,0.76-1.00,vine
heron,finn,5/27/2023,hrn2967,100,3,kentucky bluegrass,poa pra,Poa pratensis,NA,hrn2967,2967,86,-68.47518244,44.099652029000026,NA,3,0.30-1,0.76-1.00,gram
heron,finn,5/27/2023,hrn3044,100,1,unknown,unk,Solidago puberula,NA,hrn3044,3044,86,-68.47318821,44.10068816400008,NA,1,0-0.15,0.76-1.00,NA
heron,finn,5/27/2023,hrn3044,100,1,kentucky bluegrass,poa pra,Poa pratensis,NA,hrn3044,3044,86,-68.47318821,44.10068816400008,NA,1,0-0.15,0.76-1.00,gram
heron,finn,5/27/2023,hrn3044,100,1,unknown,unk,Rubus idaeus,NA,hrn3044,3044,86,-68.47318821,44.10068816400008,NA,1,0-0.15,0.76-1.00,shrub
heron,finn,5/27/2023,hrn3044,100,1,canada mayflower,mai can,Maianthemum canadense,NA,hrn3044,3044,86,-68.47318821,44.10068816400008,NA,1,0-0.15,0.76-1.00,herb
heron,finn,5/27/2023,hrn3044,100,1,unknown,unk,Carex silicea,NA,hrn3044,3044,86,-68.47318821,44.10068816400008,NA,1,0-0.15,0.76-1.00,NA
heron,finn,5/27/2023,hrn2752,100,2,buttercup,ran acr,Ranunculus acris,NA,hrn2752,2752,86,-68.47335886,44.10186499400004,NA,2,0.15-0.30,0.76-1.00,herb
heron,finn,5/27/2023,hrn2752,100,2,unknown,unk,Solidago puberula,NA,hrn2752,2752,86,-68.47335886,44.10186499400004,NA,2,0.15-0.30,0.76-1.00,NA
heron,finn,5/27/2023,hrn2752,100,2,unknown,unk,Alopecurus pratensis,NA,hrn2752,2752,86,-68.47335886,44.10186499400004,NA,2,0.15-0.30,0.76-1.00,NA
heron,finn,5/27/2023,hrn2752,100,2,kentucky bluegrass,poa pra,Poa pratensis,NA,hrn2752,2752,86,-68.47335886,44.10186499400004,NA,2,0.15-0.30,0.76-1.00,gram
heron,finn,5/27/2023,hrn3209,100,3,unknown,unk,Alopecurus pratensis,NA,hrn3209,3209,86,-68.47377872,44.10224765600003,NA,3,0.30-1,0.76-1.00,NA
heron,finn,5/27/2023,hrn3209,100,3,unknown,unk,Cirsium vulgare,NA,hrn3209,3209,86,-68.47377872,44.10224765600003,NA,3,0.30-1,0.76-1.00,herb
heron,finn,5/27/2023,hrn3209,100,3,unknown,unk,Solidago puberula,NA,hrn3209,3209,86,-68.47377872,44.10224765600003,NA,3,0.30-1,0.76-1.00,NA
heron,finn,5/27/2023,hrn3209,100,3,dandelion,tar off,Taraxacum officinale,NA,hrn3209,3209,86,-68.47377872,44.10224765600003,NA,3,0.30-1,0.76-1.00,herb
heron,finn,5/27/2023,hrn3209,100,3,unknown,unk,Lathyrus palustris,NA,hrn3209,3209,86,-68.47377872,44.10224765600003,NA,3,0.30-1,0.76-1.00,vine
heron,finn,5/27/2023,hrn2999,100,2,unknown,unk,Solidago puberula,NA,hrn2999,2999,86,-68.47156823,44.10059151500008,NA,2,0.15-0.30,0.76-1.00,NA
heron,finn,5/27/2023,hrn2999,100,2,unknown,unk,Cirsium vulgare,NA,hrn2999,2999,86,-68.47156823,44.10059151500008,NA,2,0.15-0.30,0.76-1.00,herb
heron,finn,5/27/2023,hrn2999,100,2,unknown,unk,Galium sylvaticum,NA,hrn2999,2999,86,-68.47156823,44.10059151500008,NA,2,0.15-0.30,0.76-1.00,NA
shabby,finn + taylor,5/31/2023,shab653,100,3,unknown,unk,Poa pratensis,NA,shab653,653,29,-68.55880298,44.167046955000046,NA,3,0.30-1,0.76-1.00,gram
shabby,finn + taylor,5/31/2023,shab653,100,3,seabeach dock,rum pal,Rumex pallidus,NA,shab653,653,29,-68.55880298,44.167046955000046,NA,3,0.30-1,0.76-1.00,NA
shabby,finn + taylor,5/31/2023,shab653,100,3,burdock,arctium,Arctium sp.,NA,shab653,653,29,-68.55880298,44.167046955000046,NA,3,0.30-1,0.76-1.00,herb
shabby,finn + taylor,5/31/2023,shab653,100,3,raspberry,rub ida,Rubus idaeus,NA,shab653,653,29,-68.55880298,44.167046955000046,NA,3,0.30-1,0.76-1.00,shrub
shabby,finn + taylor,5/31/2023,shab653,100,3,unknown,unk,Solidago puberula,NA,shab653,653,29,-68.55880298,44.167046955000046,NA,3,0.30-1,0.76-1.00,NA
shabby,finn + taylor,5/31/2023,shab640,50,4,stinging nettle,urt dio,Urtica dioica,NA,shab640,640,29,-68.55872667,44.166898236000065,NA,4,1-1.5,0.26-0.50,herb
shabby,finn + taylor,5/31/2023,shab640,50,4,raspberry,rub ida,Rubus idaeus,NA,shab640,640,29,-68.55872667,44.166898236000065,NA,4,1-1.5,0.26-0.50,shrub
shabby,finn + taylor,5/31/2023,shab640,50,4,burdock,arctium,Arctium sp.,NA,shab640,640,29,-68.55872667,44.166898236000065,NA,4,1-1.5,0.26-0.50,herb
shabby,finn + taylor,5/31/2023,shab649,1,1,NA,NA,NA,NA,shab649,649,29,-68.55842974,44.16684604500006,NA,1,0-0.15,0-0.01,NA
shabby,finn + taylor,5/31/2023,shab621,75,2,stinging nettle,urt dio,Urtica dioica,NA,shab621,621,29,-68.55845639,44.166481944000054,NA,2,0.15-0.30,0.51-0.75,herb
shabby,finn + taylor,5/31/2023,shab621,75,2,unknown,unk,Poa pratensis (#6),NA,shab621,621,29,-68.55845639,44.166481944000054,NA,2,0.15-0.30,0.51-0.75,NA
shabby,finn + taylor,5/31/2023,shab621,75,2,unknown,unk,Thistle sp,NA,shab621,621,29,-68.55845639,44.166481944000054,NA,2,0.15-0.30,0.51-0.75,NA
shabby,finn + taylor,5/31/2023,shab621,75,2,unknown,unk,Poa pratensis,(calam. C.f. #8),shab621,621,29,-68.55845639,44.166481944000054,NA,2,0.15-0.30,0.51-0.75,gram
shabby,finn + taylor,5/31/2023,shab621,75,2,unknown,unk,young yarrow? #56,NA,shab621,621,29,-68.55845639,44.166481944000054,NA,2,0.15-0.30,0.51-0.75,NA
shabby,finn + taylor,5/31/2023,shab621,75,2,american wild mint,men can,Mentha canadensis,NA,shab621,621,29,-68.55845639,44.166481944000054,NA,2,0.15-0.30,0.51-0.75,NA
shabby,finn + taylor,5/31/2023,shab633,1,1,NA,NA,NA,NA,shab633,633,29,-68.55797505,44.16678153000004,NA,1,0-0.15,0-0.01,NA
shabby,finn + taylor,5/31/2023,shab617,100,3,bittersweet nightshade,sol dul,Solanum dulcamara,NA,shab617,617,29,-68.55901289,44.166605082000046,NA,3,0.30-1,0.76-1.00,vine
shabby,finn + taylor,5/31/2023,shab617,100,3,unknown,unk,Poa pratensis,NA,shab617,617,29,-68.55901289,44.166605082000046,NA,3,0.30-1,0.76-1.00,gram
shabby,finn + taylor,5/31/2023,shab630,75,4,NA,NA,NA,wtf taylor,shab630,630,29,-68.55881993,44.16677786400004,NA,4,1-1.5,0.51-0.75,NA
shabby,finn + taylor,5/31/2023,shab616,1,1,NA,NA,NA,NA,shab616,616,29,-68.55920605,44.16649597600008,NA,1,0-0.15,0-0.01,NA
shabby,finn + taylor,5/31/2023,shab638,100,1,unknown,unk,Poa pratensis (#6),NA,shab638,638,29,-68.5587909,44.16645084600003,NA,1,0-0.15,0.76-1.00,NA
shabby,finn + taylor,5/31/2023,shab649,100,2,stinging nettle,urt dio,Urtica dioica,NA,shab649,649,29,-68.55842974,44.16684604500006,NA,2,0.15-0.30,0.76-1.00,herb
shabby,finn + taylor,5/31/2023,shab649,100,2,unknown,unk,Poa pratensis,NA,shab649,649,29,-68.55842974,44.16684604500006,NA,2,0.15-0.30,0.76-1.00,gram
shabby,finn + taylor,5/31/2023,shab649,100,2,unknown,unk,Poa pratensis,NA,shab649,649,29,-68.55842974,44.16684604500006,NA,2,0.15-0.30,0.76-1.00,gram
